id,datetime,user,size,change,note
987901523,2020-11-09 22:25:00,CaptainEek,494461,−13,"Remove ""welcomed"" from Mueller paragraph to try to shorten lead, it is redundant with ""encouraged"""
987889661,2020-11-09 21:02:00,Czello,494474,+56,Adding this to save us some headaches
987888807,2020-11-09 20:55:00,Mandruss,494418,−21,"Undid revision 987888547 by GoodDay (talk) -- So much for kinder, gentler edit summaries."
987888547,2020-11-09 20:53:00,GoodDay,494439,+21,Undid revision 987887862 by Mandruss (talk)Restoring status quo of office infofox practices. Been doing it like this for years.
987887862,2020-11-09 20:48:00,Mandruss,494418,−21,"Undid revision 987886947 by GoodDay (talk) -- Kinder, gentler edit summary per Awilley (gritting teeth): There is an active discussion on whether the infobox should list Biden as successor at Talk:Donald Trump#Survey: ""Succeeded by"" field. Please join in that discussion and wait for a consensus to form before adding this again."
987886947,2020-11-09 20:42:00,GoodDay,494439,+21,"Oh please, just stop this."
987886727,2020-11-09 20:41:00,Mandruss,494418,−8,"→‎Social media:  Strcitly speaking per MOS:JOBTITLES, ""his secretary of state"" should be uncapitalized by virtue of the modifier ""his"". Same for secretary of defense. In this case I'm avoiding the issue by removing the modifier, which isn't really needed anyway."
987886154,2020-11-09 20:38:00,Mandruss,494426,0,→‎Social media:  cite cleanup
987874871,2020-11-09 19:25:00,GorillaWarfare,494426,0,→‎Social media:  capitalize Twitter
987872816,2020-11-09 19:11:00,Bdushaw,494426,+20,→‎Social media:  add date to citation
987872098,2020-11-09 19:06:00,Bdushaw,494406,+392,→‎Social media:  add Esper firing as example of major tweet fire citation
987870454,2020-11-09 18:55:00,GorillaWarfare,494014,−3,→‎2020 presidential campaign:  stray word
987870253,2020-11-09 18:54:00,Bdushaw,494017,−39,→‎2020 presidential campaign:  correct version of past tense of verbs; remove weasel words (sources say is obvious)
987869143,2020-11-09 18:48:00,Awilley,494056,0,"Changed protection level for ""Donald Trump"": Restoring normal extended confirmed protection to block disruptive editing and vandallism. Please use the talk page to resolve disputes instead of edit warring.  ([Edit=Require extended confirmed access] (indefinite) [Move=Require administrator access] (indefinite))"
987707550,2020-11-08 19:19:00,GorillaWarfare,494056,−63,"per Talk:Donald_Trump#""Succeeded_by""_field_should_be_removed, removed pending consensus to include"
987707335,2020-11-08 19:17:00,GorillaWarfare,494119,−18,Adding {{pp-dispute}}
987707313,2020-11-08 19:17:00,GorillaWarfare,494137,0,"Changed protection level for ""Donald Trump"": Edit warring / content dispute -- edit warring resumed after protection expired ([Edit=Require administrator access] (expires 19:17, 9 November 2020 (UTC)) [Move=Require administrator access] (indefinite))"
987707007,2020-11-08 19:14:00,Gorrrillla5,494137,+63,→‎Donald Trump
987704469,2020-11-08 18:55:00,Czello,494074,,See talk
987704239,2020-11-08 18:53:00,Buufin,494621,,Undid revision 987700823 by Mandruss (talk)
987700823,2020-11-08 18:28:00,Mandruss,494074,,"→‎top:  Removing ""Succeeded by"" pending consensus to include. Hotly disputed and under discussion."
987696593,2020-11-08 17:59:00,GorillaWarfare,494621,−1,pp-dispute -> pp-30-500
987696386,2020-11-08 17:58:00,GorillaWarfare,494622,0,"Changed protection level for ""Donald Trump"": restoring extended confirmed protection now that sysop protection is expiring (fixing move protection) ([Edit=Require extended confirmed access] (indefinite) [Move=Require administrator access] (indefinite))"
987696236,2020-11-08 17:56:00,GorillaWarfare,494622,0,"Changed protection level for ""Donald Trump"": restoring extended confirmed protection now that sysop protection is expiring ([Edit=Require extended confirmed access] (indefinite) [Move=Require extended confirmed access] (indefinite))"
987610115,2020-11-08 04:29:00,GorillaWarfare,494622,0,"Changed protection level for ""Donald Trump"": fix move protection expiry ([Edit=Require administrator access] (expires 17:57, 8 November 2020 (UTC)) [Move=Require administrator access] (indefinite))"
987610051,2020-11-08 04:29:00,GorillaWarfare,494622,0,"Changed protection level for ""Donald Trump"": extending 12 more hours per activity on similar articles ([Edit=Require administrator access] (expires 17:57, 8 November 2020 (UTC)) [Move=Require administrator access] (expires 17:57, 8 November 2020 (UTC)))"
987576078,2020-11-07 23:15:00,GorillaWarfare,494622,+126,per consensus at Talk:Donald_Trump#Add_election_call_to_the_lead
987566088,2020-11-07 21:47:00,GorillaWarfare,494496,−32,per https://en.wikipedia.org/w/index.php?title=Talk:Donald_Trump&diff=987565542&oldid=987565239&diffmode=source; this is indeed among the current consensus items (#48) at Talk:Donald Trump#Current consensus
987541280,2020-11-07 18:35:00,GorillaWarfare,494528,,didn't look at the diff closely enough -- removing changes that did not have consensus
987540967,2020-11-07 18:33:00,GorillaWarfare,495611,,last change -- restoring revision 987535243
987537088,2020-11-07 18:06:00,GorillaWarfare,493127,,restoring revision prior to network announcement. achieve consensus for new changes on talk page.
987536635,2020-11-07 18:03:00,GorillaWarfare,495882,+1,br
987536487,2020-11-07 18:02:00,GorillaWarfare,495881,−50,restoring lead sentence for now; still looking for the best revision to restore
987535914,2020-11-07 17:57:00,GorillaWarfare,495931,+25,Adding {{pp-dispute}}
987535889,2020-11-07 17:57:00,GorillaWarfare,495906,0,"Changed protection level for ""Donald Trump"": Per  [https://en.wikipedia.org/w/index.php?title=Wikipedia:Requests_for_page_protection&oldid=987535207#Donald_Trump request] at WP:RFPP. Please achieve consensus and then introduce any new changes to the page. Starting with 12 hour protection; will extend if needed. ([Edit=Require administrator access] (expires 05:57, 8 November 2020 (UTC)) [Move=Require administrator access] (indefinite))"
987535828,2020-11-07 17:57:00,Tataral,495906,+146,
987535610,2020-11-07 17:55:00,Emir of Wikipedia,495760,+36,Added {{Lead rewrite}} tag
987535414,2020-11-07 17:54:00,CozyandDozy,495724,+114,
987535243,2020-11-07 17:52:00,MelanieN,495610,+3,"→‎Presidency (2017–2021):  changing 2021 to present, per talk page consensus"
987535163,2020-11-07 17:52:00,Ueutyi,495607,+231,AP called
987534985,2020-11-07 17:51:00,CozyandDozy,495376,+63,
987534738,2020-11-07 17:49:00,Om Namah Ramsut Sharma II,495313,−21,
987534288,2020-11-07 17:46:00,Emir of Wikipedia,495334,+21,according to whom
987534020,2020-11-07 17:44:00,Hddty,495313,−66,"→‎top:  no consensus to replace  ""incumbent"" with ""outgoing"""
987533849,2020-11-07 17:43:00,Emir of Wikipedia,495379,+30,as per Talk:Donald_Trump#2020_election
987533753,2020-11-07 17:43:00,MelanieN,495349,+310,"→‎2020 presidential campaign:  update, better reference"
987533401,2020-11-07 17:40:00,Joshmaul,495039,+78,
987533268,2020-11-07 17:40:00,Emir of Wikipedia,494961,+6,cn
987533056,2020-11-07 17:38:00,MelanieN,494955,+241,→‎2020 presidential campaign:  Trump reaction
987532889,2020-11-07 17:37:00,CozyandDozy,494714,,adding conspiracy theorist.
987532741,2020-11-07 17:36:00,MelanieN,493976,−351,move to article text
987532624,2020-11-07 17:36:00,Emir of Wikipedia,494327,+8,when
987532574,2020-11-07 17:35:00,Emir of Wikipedia,494319,−6,self-revert
987532483,2020-11-07 17:35:00,Khemehekis,494325,+14,→‎Military deferment:  Link exostosis
987532370,2020-11-07 17:33:00,Zabboo,494311,+8,fixed grammar
987532274,2020-11-07 17:33:00,Ciaran.london,494303,−15,
987531856,2020-11-07 17:29:00,House1090,494318,−3,
987531782,2020-11-07 17:29:00,Emir of Wikipedia,494321,+24,better source needed
987531545,2020-11-07 17:27:00,CozyandDozy,494297,+130,
987531458,2020-11-07 17:27:00,Emir of Wikipedia,494167,−6,source present now
987531360,2020-11-07 17:26:00,Emir of Wikipedia,494173,+15,not in body
987531282,2020-11-07 17:25:00,CozyandDozy,494158,−32,NPOV
987531154,2020-11-07 17:24:00,AbelAndCain,494190,−45,Added content
987530987,2020-11-07 17:23:00,Emir of Wikipedia,494235,+54,better source needed
987530896,2020-11-07 17:22:00,Emir of Wikipedia,494181,+45,work on the status
987530789,2020-11-07 17:22:00,Emir of Wikipedia,494136,+1,fix
987530726,2020-11-07 17:21:00,Emir of Wikipedia,494135,+296,Match and source
987530372,2020-11-07 17:19:00,Emir of Wikipedia,493839,−25,match the source better
987530180,2020-11-07 17:18:00,RandomUserGuy1738,493864,+113,Added source.
987530048,2020-11-07 17:17:00,Zabboo,493751,0,hyphen
987529852,2020-11-07 17:15:00,Zabboo,493751,−10,clarified current state of election
987529593,2020-11-07 17:13:00,Emir of Wikipedia,493761,+24,cn
987529482,2020-11-07 17:13:00,Ciaran.london,493737,+24,Trump is the OUTGOING President
987529279,2020-11-07 17:11:00,Adam9007,493713,−37,Wikipedia is not a crystal ball. Wait until he actually leaves office.
987529074,2020-11-07 17:10:00,MelanieN,493750,−41,He is still the incumbent
987528819,2020-11-07 17:08:00,NewEnglandPatriots1998,493791,−1,→‎Post-presidency (2021–present)
987528602,2020-11-07 17:06:00,NewEnglandPatriots1998,493792,+41,
987528497,2020-11-07 17:05:00,Mandruss,493751,+7,→‎2020 presidential campaign:  cite cleanup
987528397,2020-11-07 17:04:00,NewEnglandPatriots1998,493744,−3,
987528312,2020-11-07 17:04:00,Neveselbert,493747,+6,→‎top:  order
987528057,2020-11-07 17:02:00,Mandruss,493741,−23,"→‎top:  This article does not use citations in the lead. In any case, this fact is reliably sourced in the body, as well as widely reported and undisputed."
987527832,2020-11-07 17:00:00,Adam9007,493764,+3,Undid revision 987527661 by NewEnglandPatriots1998 (talk) The election isn't over yet.
987527661,2020-11-07 16:59:00,NewEnglandPatriots1998,493761,−3,
987527381,2020-11-07 16:56:00,MelanieN,493764,+34,→‎2020 presidential campaign:  add a detail
987527314,2020-11-07 16:56:00,Elserbio00,493730,+64,"Changed ""incumbent"" status to ""outgoing"""
987527158,2020-11-07 16:55:00,MelanieN,493666,−216,combine duplicate references
987527013,2020-11-07 16:54:00,Neveselbert,493882,+8,→‎top:  direct link
987526935,2020-11-07 16:53:00,MelanieN,493874,+361,→‎2020 presidential campaign:  update with projected results
987526842,2020-11-07 16:52:00,Neveselbert,493513,+79,"→‎top:  link, fmt"
987526516,2020-11-07 16:50:00,MelanieN,493434,+315,update with projected election results
987525986,2020-11-07 16:46:00,Count Awesome,493119,+8,
987525704,2020-11-07 16:44:00,Sdg100,493111,+13,
987525422,2020-11-07 16:42:00,Emir of Wikipedia,493098,−77,please gain consensus on the talkpage
987524903,2020-11-07 16:38:00,Ciaran.london,493175,+56,
987524459,2020-11-07 16:34:00,Jkerrigan8,493119,−7,
987521908,2020-11-07 16:15:00,Emir of Wikipedia,493126,+31,cn
987521816,2020-11-07 16:15:00,Emir of Wikipedia,493095,+32,as per Talk:Donald_Trump#Challenging_the_presdential_election_legitimacy_and_results_and_declare_of_victory_prior_to_seal_of_votes
987506899,2020-11-07 14:11:00,GoodDay,493063,+23,
987497219,2020-11-07 12:43:00,Mandruss,493040,+2,→‎Personnel:  ce
987496560,2020-11-07 12:35:00,Mandruss,493038,−122,WP:NOTBROKEN
987495629,2020-11-07 12:25:00,Mandruss,493160,+139,cite cleanup
987473791,2020-11-07 08:28:00,Electricmaster,493021,+3,
987473641,2020-11-07 08:26:00,Electricmaster,493018,0,→‎Effect of Trump's response on the 2020 presidential campaign
987468849,2020-11-07 07:21:00,InedibleHulk,493018,0,→‎WWF/WWE:  Not maniacal enough.
987446648,2020-11-07 02:50:00,GoodDay,493018,0,
987446437,2020-11-07 02:48:00,GoodDay,493018,+28,
987419968,2020-11-06 22:44:00,Mandruss,492990,−50,Undid revision 987406016 by Rosenborg BK Fan (talk) -- WP:NOTBROKEN
987406016,2020-11-06 20:45:00,Rosenborg BK Fan,493040,+50,Updated infobox
987401439,2020-11-06 20:11:00,Sovietmessiah,492990,−13,
987401345,2020-11-06 20:10:00,Sovietmessiah,493003,+13,
987363967,2020-11-06 15:18:00,Electricmaster,492990,+1,
987362192,2020-11-06 15:04:00,Electricmaster,492989,0,
987360688,2020-11-06 14:52:00,Electricmaster,492989,0,
987360411,2020-11-06 14:49:00,Electricmaster,492989,−1,
987359486,2020-11-06 14:42:00,Electricmaster,492990,+1,→‎Economy and trade
987358766,2020-11-06 14:37:00,Snooganssnoogans,492989,+13,"""contested"" is perhaps not the best term given that he's both running for re-election (one way of ""contesting"" it) and lying about the election (another way of ""contesting"" it)"
987358108,2020-11-06 14:32:00,Chaheel Riens,492976,−182,Undid revision 987355882 by Spartan7W (talk) not actually confirmed yet.
987355882,2020-11-06 14:11:00,Spartan7W,493158,+182,Joe Biden President-elect
987341123,2020-11-06 11:37:00,Samwalton9,492976,+442,"Undid revision 987338905 by Wikibenboy94 (talk) Has consensus, per the comment"
987338905,2020-11-06 11:09:00,Wikibenboy94,492534,−442,WP:UNDUE.
987292832,2020-11-06 02:47:00,Mandruss,492976,+20,→‎Promotion of conspiracy theories:  cite cleanup
987291521,2020-11-06 02:35:00,Soibangla,492956,−4,→‎Promotion of conspiracy theories
987286714,2020-11-06 01:54:00,Mandruss,492960,−2,→‎Health and lifestyle:  cite cleanup
987286354,2020-11-06 01:51:00,Mandruss,492962,−28,→‎Promotion of conspiracy theories:  bundle 5 cites
987283779,2020-11-06 01:30:00,Bergeronpp,492990,+137,→‎Side ventures
987283438,2020-11-06 01:27:00,Soibangla,492853,+182,Filled in 1 bare reference(s) with reFill 2
987283197,2020-11-06 01:25:00,Soibangla,492671,−195,"→‎Promotion of conspiracy theories:  better example: In October 2020, Trump retweeted a QAnon follower who asserted that Osama bin Laden was still alive, a body double had been killed in his place and ""Biden and Obama may have had Seal Team 6 killed."""
987283133,2020-11-06 01:24:00,Bergeronpp,492866,+4,→‎Early life
987282571,2020-11-06 01:20:00,Bergeronpp,492862,+134,
987242792,2020-11-05 20:25:00,Skjölker,492728,+1,"Clarifying the wording: ""minimizing the threat"" could be interpreted very differently, ""downplay"" is the word you're looking for. This doesn't need to be discussed at length. The consensus is that ""there is no consensus on specific wording"" and the core sentence is unchanged."
987213346,2020-11-05 17:05:00,Neutrality,492727,+54,"restoring two words changed in lead - appreciate the bold edit, but I think these two words and the associated link add significant clarity to the reader who may be unfamiliar with U.S. presidential politics"
987167642,2020-11-05 10:00:00,SPECIFICO,492673,,Undid revision 987162232 by Jack Upland (talk) this was unprecedented and widely noted by press and analysts
987162232,2020-11-05 09:04:00,Jack Upland,489192,,→‎2020 presidential campaign:  This paragraph is totally trivial in this article now
987161696,2020-11-05 08:57:00,Jack Upland,492673,+6,"Lead - it's in the past, man"
987161343,2020-11-05 08:53:00,Jack Upland,492667,−54,"Lead - ""Electoral College victory"" is redundant. There's no other kind of victory. And this is explained in a note anyway."
987161000,2020-11-05 08:49:00,Jack Upland,492721,,→‎2020 presidential campaign:  Removing false & outdated predictions about the election. The reference to George Floyd seems particularly unwarranted
987160302,2020-11-05 08:41:00,Jack Upland,493663,,→‎Presidency (2017–present):  Moving 2020 campaign to more common sense position as raised previously
987160177,2020-11-05 08:40:00,Jack Upland,483046,,→‎Political career
987160012,2020-11-05 08:38:00,Jack Upland,493663,+1,Lead - more chronological
987146196,2020-11-05 06:00:00,Mandruss,493662,0,"Undid revision 987097929 by Almostangelic123 (talk) -- Talk:Donald Trump#Current consensus, item 17"
987142677,2020-11-05 05:14:00,JE98,493662,0,Apprentice started in January 2004
987139417,2020-11-05 04:34:00,Kind Tennis Fan,493662,+56,date formats per MOS:DATEFORMAT by script
987102359,2020-11-04 22:51:00,Onetwothreeip,493606,−389,"→‎2020 presidential campaign:  Undue at the moment, and WP:NEUTRAL"
987097929,2020-11-04 22:13:00,Almostangelic123,493995,0,
987096500,2020-11-04 22:01:00,Paleontologist99,493995,+43,→‎External links
987093711,2020-11-04 21:40:00,Ɱ,493952,+76,"Not sure when/who removed this, got talk page consensus for it recently."
987082344,2020-11-04 20:18:00,Vanamonde93,493876,−21,Undid revision 987081662 by Onghai1929 (talk) Please don't add claims of victory until reliable sources support them
987081982,2020-11-04 20:15:00,Mandruss,493897,−2,Undid revision 987067213 by Carewser (talk) - Try getting that word into Barack Obama first
987081662,2020-11-04 20:12:00,Onghai1929,493899,+21,
987081269,2020-11-04 20:09:00,Iridescent,493878,0,"Cleanup and typo fixing, typo(s) fixed: On December 2019 → In December 2019, on July 2018 → in July 2018"
987068672,2020-11-04 18:35:00,MelanieN,493878,+4,→‎Political career:  fix subheadings
987067213,2020-11-04 18:24:00,Carewser,493874,+2,→‎Racial views
987035625,2020-11-04 13:51:00,The Optimistic One,493872,+13,
987018193,2020-11-04 10:29:00,Starship.paint,493859,+389,premature declaration
986958144,2020-11-04 00:12:00,The Optimistic One,493470,+7,
986958054,2020-11-04 00:11:00,The Optimistic One,493463,+29,
986945739,2020-11-03 22:27:00,力,493434,,rm egregiously UNDUE coverage of release of Mueller report from article lede
986942829,2020-11-03 22:01:00,Rodw,494502,+17,Disambiguating links to Umaga (link changed to Umaga (wrestler)) using DisamAssist.
986931854,2020-11-03 20:49:00,Praxidicae,494485,−33,Reverted 1 edit by AbelAndCain (talk): This can be added later
986931289,2020-11-03 20:46:00,AbelAndCain,494518,+33,Added just in case of the election results
986910545,2020-11-03 18:31:00,Citation bot,494485,+184,"Alter: pages, doi-broken-date, title. Add: work, magazine, pages, s2cid, doi, author pars. 1-1. Removed parameters. Formatted dashes. Some additions/deletions were actually parameter name changes. | You can use this bot yourself. Report bugs here. | Suggested by BabbaQ | via #UCB_webform"
986905252,2020-11-03 17:58:00,Humanengr,494301,−238,Undid revision 986904375 by Radiohist (talk) This does not belong in the lead (much less in this place in the lead or in boldface); also it is not in the body so does not conform to lead as summary of article. Pls discuss on Talk.
986904375,2020-11-03 17:51:00,Radiohist,494539,+238,
986863817,2020-11-03 12:54:00,Atsme,494301,+117,→‎Russian election interference:  copy edit and clarify full statement
986861114,2020-11-03 12:29:00,Humanengr,494184,0,→‎top:  ce
986860969,2020-11-03 12:27:00,Humanengr,494184,+381,→‎top:  cite re timing
986824495,2020-11-03 06:30:00,Humanengr,493803,0,→‎top:  ce
986824404,2020-11-03 06:28:00,Humanengr,493803,,→‎top:  adding re newly released passages from Mueller's report
986824351,2020-11-03 06:28:00,Davey2116,493117,,"→‎Health:  Undid revision 982813619, see current consensus, line 40"
986824315,2020-11-03 06:27:00,Humanengr,490453,,→‎Russian election interference:  adding from newly released passages of Mueller report
986693769,2020-11-02 12:42:00,The Optimistic One,489767,+5,
986688364,2020-11-02 11:44:00,InedibleHulk,489762,+24,"→‎WWF/WWE:  Apostrophe, really big shoe."
986669066,2020-11-02 08:15:00,嘉傑,489738,+298,
986625507,2020-11-02 00:57:00,Onetwothreeip,489440,−242,→‎External links:  Excessive categorisation
986625085,2020-11-02 00:54:00,Onetwothreeip,489682,,Reverted to revision 986502341 by MONGO (talk): Not due for the article.
986624945,2020-11-02 00:52:00,83d40m,490256,−1,eliminating excessive leading
986624674,2020-11-02 00:50:00,83d40m,490257,,no response to inquiry - restored post tentatively with edit removing distraction probably eliciting objection
986502341,2020-11-01 07:46:00,MONGO,489682,,revert WP:CRYSTAL
986464502,2020-11-01 01:08:00,83d40m,490308,,"upon prospect of re-election failure, discussions of trump legacy - Axios, Useful Idiots"
986464033,2020-11-01 01:03:00,Berchanhimez,489682,+28,"per edit request on talk, per WP:EASTEREGG - if only the word ""ghostwriter"" is bluelinked, people would expect it to go to ghostwriter not to a specific person."
986446119,2020-10-31 22:34:00,The Optimistic One,489654,+132,
986394532,2020-10-31 15:54:00,Bdushaw,489522,,"→‎Effect of Trump's response on the 2020 presidential campaign:  ""Rounding the turn"" and increasing number of COVID cases"
986232772,2020-10-30 16:13:00,Valjean,488508,+6,→‎Political activities up to 2015:  per talk
985854206,2020-10-28 10:15:00,אלכסנדר סעודה,488502,+36,"→‎Energy and climate:  I think readers of the section ""Energy and Climate"", should be informed not only about  the policy but also about climate change in the USA as a whole."
985846090,2020-10-28 08:44:00,Bdushaw,488466,,Undid revision 985828241 by Gerald Waldo Luis (talk) Origin of pandemic in china is important to context and later discussion; citation problem
985828401,2020-10-28 05:19:00,Gerald Waldo Luis,487795,−333,→‎COVID-19 pandemic:  cleanup
985828241,2020-10-28 05:17:00,Gerald Waldo Luis,488128,−338,→‎COVID-19 pandemic:  adjust
985785081,2020-10-27 23:02:00,SPECIFICO,488466,−58,Undid revision 985783312 by Jack Upland (talk) Gratuitous. His denial is why there is litigation.
985783312,2020-10-27 22:47:00,Jack Upland,488524,+58,"→‎Conflicts of interest:  Should include Trump's response to the legal action, for balance"
985775372,2020-10-27 21:48:00,Openmy,488466,+38,
985773056,2020-10-27 21:32:00,Neutrality,488428,,"partial revert/challenge of recent bold edit; I don't think these components of the edit were an improvement, and I'll elaborate on talk. Also make correction with cite to CRS report (the suits allege violations of both the Domestic and Foreign Emoluments Clauses)"
985761273,2020-10-27 20:17:00,Jack Upland,487764,+70,→‎Conflicts of interest:  See Talk
985760199,2020-10-27 20:11:00,Jack Upland,487694,−113,→‎Conflicts of interest
985749507,2020-10-27 18:58:00,Berchanhimez,487807,,"I believe this is undue weight for this article, but regardless, as it's now written, it has a false (NPOV violating) implication that the story cited proves he *didn't* isolate himself. If the story is only that ""the government paid a business that has his name"" - that's not anything that needs calling out like this. Please feel free to take this to the talk page and get consensus for inclusion."
985749105,2020-10-27 18:55:00,Soibangla,488699,,"→‎Conflicts of interest:  As a candidate, Trump pledged he would “completely isolate” himself from his business as president. ''The Washington Post'' reported in October 2020 that the Trump Organization had billed the government at least $2.5 million for services at its properties during the Trump presidency"
985698610,2020-10-27 12:39:00,Mandruss,487807,−21,→‎Judiciary:  cite cleanup
985631410,2020-10-27 01:03:00,Jack Upland,487828,−47,→‎Judiciary:  It makes no sense to link to the death of Ginsburg. Link instead to Ginsburg
985630443,2020-10-27 00:57:00,JLo-Watson,487875,−31,Barrett Confirmed
985626016,2020-10-27 00:24:00,Jack Upland,487906,+355,→‎Judiciary:  Update
985625394,2020-10-27 00:18:00,Jack Upland,487551,−161,→‎Judiciary:  Update
985603958,2020-10-26 21:37:00,Jack Upland,487712,−43,→‎Protests:  Remove repetititon
985529498,2020-10-26 13:57:00,Mandruss,487755,0,→‎Conflicts of interest:  article consistency as to capitalization of Emoluments Clause ;; news sources appear divided
985527782,2020-10-26 13:45:00,SPECIFICO,487755,+2,→‎COVID-19 pandemic
985527447,2020-10-26 13:42:00,SPECIFICO,487753,+89,→‎Conflicts of interest:  Standing version was clearer and better indicated significance
985525362,2020-10-26 13:26:00,Mandruss,487664,0,"→‎COVID-19 pandemic:  ok, but include the ""the"" in the link as it's part of the name of the thing (not to mention that the blue color of a very short link can be difficult to see)"
985524767,2020-10-26 13:22:00,Objective3000,487664,+4,→‎COVID-19 pandemic:   Common use
985523960,2020-10-26 13:15:00,Mandruss,487660,−10,→‎COVID-19 pandemic:  WP:NOTBROKEN
985519523,2020-10-26 12:36:00,Bdushaw,487670,+14,→‎COVID-19 pandemic:  wikilink flu
985519241,2020-10-26 12:33:00,Bdushaw,487656,+7,"→‎COVID-19 pandemic:  ce, word smithing/logic (outbreak...identified? spreading? )"
985477669,2020-10-26 05:01:00,Mandruss,487649,+11,→‎Conflicts of interest:  cite cleanup
985475014,2020-10-26 04:34:00,Jack Upland,487638,+4,"→‎Conflicts of interest:  Rewording this sentence to make it more accurate, and also reflect the point made by many sources that there are no precedents on this issue and that the applicability of the clause to Trump is unclear"
985472748,2020-10-26 04:10:00,Jack Upland,487634,−1,→‎Conflicts of interest
985472678,2020-10-26 04:10:00,Jack Upland,487635,+2,→‎Conflicts of interest
985472631,2020-10-26 04:09:00,Jack Upland,487633,−101,→‎Conflicts of interest:  Going to the source
985455772,2020-10-26 01:49:00,Mandruss,487734,−5,"Undid revision 985452084 by NPalgan2 (talk) - ""say"" can mean written communication, per dictionary definition: https://www.merriam-webster.com/dictionary/say"
985452931,2020-10-26 01:27:00,Soibangla,487739,,"→‎Economy and trade:  Analysis published by ''The Wall Street Journal'' in October 2020 found the trade war Trump initiated in early 2018 did not achieve the primary objective of reviving American manufacturing, nor did it result in the reshoring of factory production"
985452084,2020-10-26 01:20:00,NPalgan2,487215,+5,slight tweak as it was written
985424657,2020-10-25 21:45:00,Scjessey,487210,−9,"Undid revision 985423884 by Sergei zavorotko (talk) - unnecessary because it is redundant. Read later in the paragraph, and it refers to his time as a candidate."
985423884,2020-10-25 21:39:00,Sergei zavorotko,487219,+9,→‎False statements
985327136,2020-10-25 09:21:00,Mandruss,487210,+7,→‎Hospitalization with COVID-19:  cite cleanup
985326385,2020-10-25 09:13:00,Mandruss,487203,−18,→‎China:  cite cleanup
985312160,2020-10-25 06:49:00,Zabboo,487221,+12,→‎General election campaign:  added hyperlink for hillary clinton
985304400,2020-10-25 05:26:00,Hddty,487209,+368,→‎Hospitalization with COVID-19:  on October 12 Trump has tested negative for COVID-19 on consecutive days
985278687,2020-10-25 01:32:00,Donkey Hot-day,486841,,→‎Foreign policy:  edited after the talk page discussion was archived with no response...
985248589,2020-10-24 21:08:00,Iamreallygoodatcheckers,485407,+54,
985145857,2020-10-24 07:06:00,Mandruss,485353,−5,"→‎Religion:  ce - ""announced"" suggests something more than a comment in a letter to an obscure niche news org"
985145580,2020-10-24 07:03:00,Mandruss,485358,+56,→‎Religion:  cite cleanup
985141556,2020-10-24 06:16:00,Jack Upland,485302,−126,→‎Conflicts of interest:  This issue is dealt with in the previous paragraph
985140752,2020-10-24 06:06:00,Jack Upland,485428,0,→‎Conflicts of interest
985114911,2020-10-24 01:33:00,NPalgan2,485428,+403,→‎Religion:  add rns
985107401,2020-10-24 00:30:00,Onetwothreeip,485025,−51,→‎Religion:  clarification
985107252,2020-10-24 00:29:00,Onetwothreeip,485076,,Reverted to revision 984961579 by Mandruss (talk): Not an especially big deal
985098179,2020-10-23 23:10:00,Tuckerlieberman,485658,,"→‎Religion:  Trump revealed today that he considers himself ""non-denominational"" and no longer Presbyterian."
984961579,2020-10-23 03:47:00,Mandruss,485076,−2,cite cleanup
984961069,2020-10-23 03:42:00,Mandruss,485078,−27,WP:NOTBROKEN
984948254,2020-10-23 01:47:00,Doggy54321,485105,−27,No prior consensus
984944960,2020-10-23 01:16:00,GiacomoValenti,485132,+27,
984933755,2020-10-22 23:43:00,Jack Upland,485105,+4,→‎Conflicts of interest:  WP:SAY and this COULD happen
984933615,2020-10-22 23:42:00,Jack Upland,485101,−69,"→‎Conflicts of interest:  No, it doesn't say that, and the sources don't say that"
984933511,2020-10-22 23:41:00,Jack Upland,485170,−17,→‎Conflicts of interest:  Another mistake
984931512,2020-10-22 23:24:00,Roll 3d6,485187,+3,→‎2018–2019 federal government shutdown
984909951,2020-10-22 20:39:00,RCraig09,485184,+9,→‎False statements:  updating sourcing for Washington Post article re fact checking of false and misleading statements
984832377,2020-10-22 11:09:00,Mandruss,485175,+42,"→‎Pandemic response program terminated:  mce, cite cleanup"
984811019,2020-10-22 07:13:00,Mgasparin,485133,+342,→‎Pandemic response program terminated
984808349,2020-10-22 06:45:00,Bdushaw,484791,+9,"→‎White House Coronavirus Task Force:  revise caption to give June date of meeting, simplify"
984777111,2020-10-22 01:30:00,Mandruss,484782,+9,cite cleanup
984754846,2020-10-21 22:14:00,Neutrality,484773,−48,→‎White House Coronavirus Task Force:   shorten/trim; it's the health experts who are relevant in this context. Mentioning both the WHO and health experts in this context is redundant because the WHO consists of health expects
984754656,2020-10-21 22:12:00,Neutrality,484821,,"→‎White House Coronavirus Task Force:   this is pretty misleading in isolation; if we were to include this promise, we would also need to include the many loopholes that led to continued surprise billing and other costs borne by coronavirus patients (e.g., https://www.bmj.com/content/370/bmj.m3097, https://www.nytimes.com/2020/06/14/nyregion/coronavirus-billing-nyc.html)"
984746802,2020-10-21 21:14:00,Bdushaw,485329,−8,→‎Initial response:  ce
984746560,2020-10-21 21:12:00,Bdushaw,485337,−23,→‎Initial response:  remove a redundancy
984724261,2020-10-21 18:41:00,PhilKnight,485360,+121,Filled in 1 bare reference(s) with reFill 2
